Owens Corning/Fibreboard Corp.	Palmetto Junior High School	Miami	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Burton, Schwartz Cypress Company	Perry	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Kraft Foods - Processing Plant	Lakeland	FL	1900-01-01	1982-12-31
Armstrong World Industries	National Container Company	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Plymouth Citrus Products	Plymouth	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Caribbean Gulf Hotel	Clearwater Beach	FL	1900-01-01	1982-12-31
ACandS, Inc.	Ashland Chemical Company	Bartow	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Juice Industries	Dunedin	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Georgia Pacific Company	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Harvey Cushing	Jacksonville	FL	1900-01-01	1982-12-31
ACandS, Inc.	Jacksonville Shipyards (Merrill Stevens & Rawals Brothers Shipyards)	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Pensacola Naval Air Station, Building 1953	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	Street Regis Paper	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Geiger Babcox Homes	Miami	FL	1900-01-01	1982-12-31
Armstrong World Industries	Monsanto Chemical Company, Area 405, Tank 46-B	Gonzalez	FL	1900-01-01	1982-12-31
Plibrico Co.	Orlando Utilities	Orlando	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Tampa Memorial Hospital	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Naval Air Station - New Boiler Plant	Pensacola	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Point Matanzas Condos	Crescent Beach	FL	1900-01-01	1982-12-31
Armstrong World Industries	Rayonier Plant	Fernandina Beach	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Kennedy Space Center	Merritt Island	FL	1900-01-01	1982-12-31
A. P. Green Industries	Fred A. Rankin Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Jackson Hospital	Jacksonville	FL	1900-01-01	1982-12-31
United States Gypsum Co./ USG Corp.	Jacksonville Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Buckeye Cellulose Company - Foley Factory (A/K/A Proctor & Gamble Company)	Foley	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Holiday Inn	Miami	FL	1900-01-01	1982-12-31
Armstrong World Industries	Cecil Field Naval Air Station, Metcalf & Shiver	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Four Ambassadors	Miami	FL	1900-01-01	1982-12-31
Owens Corning	Moore Dry Kiln Company	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Seaboard Air Line Railway	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Floridin Company	Quincy	FL	1900-01-01	1982-12-31
Kaiser Aluminum Corp.	Andco	Plantation	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Street Regis Paper Company	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Osceola Farms Company	Pahokee	FL	1900-01-01	1982-12-31
A. P. Green Industries	Nasa Launch Complex 30	Merritt Island	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Clewiston, Ltd.	Clewiston	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Florida Power And Light - Cape Canaveral Power Plant	Cocoa	FL	1900-01-01	1982-12-31
Armstrong World Industries	Armstrong Contracting & Supply Company	Maitland	FL	1900-01-01	1982-12-31
Armstrong World Industries	Gulf Power	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Industrial Company	Gainesville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Sarasota Courthouse	Sarasota	FL	1900-01-01	1982-12-31
North American Refractories Co. (NARCO)	U.S. Naval Air Station	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	Florida Power Company - George E. Turner Power Plant	Enterprise	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Fellsmere Sugar Company	Fellsmere	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Palatka Power Plant	East Palatka	FL	1900-01-01	1982-12-31
A. P. Green Industries	Chemstrand Company	Pensacola	FL	1900-01-01	1982-12-31
Shook & Fletcher Insulation Co.	Pratt Whitney Aircraft	West Palm Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Vacuum Foods Company	Leesburg	FL	1900-01-01	1982-12-31
Shook & Fletcher Insulation Co.	National Cork Company	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Biscayne Annex Post Office	Miami	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Good Samaritan Hospital	West Palm Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Union Camp Paper Company	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Lake Weir High School	Lake Weir	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Wr Grace - Hialeah Plant	Hialeah	FL	1900-01-01	1982-12-31
A. P. Green Industries	Bordon Chemical	Piney Point	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	American Agricultural Chemical Company	Pierce	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Electro-Phos. Company	Pierce	FL	1900-01-01	1982-12-31
ACandS, Inc.	Armstrong Cork Company	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	Archer Daniels Midland Company	Pensacola	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Duval County Schools	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Muscogee Ice And Power Company	Muscogee	FL	1900-01-01	1982-12-31
Keene Corp.	Container Company Of America/Smurfit Stone	Fernandina Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Payne Terminal	Sarasota	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Gulf Power Company	Lynn Haven	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Chemstrand Company	Pensacola	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Yoohoo Plant	Hialeah	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	City Hall	West Palm Beach	FL	1900-01-01	1982-12-31
Owens Corning	Budwiser Brewery - Hillsbrough County	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Gulf Power Company - Crist Steam Plant - Unit 6	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Drew Lumber Company	Mayo	FL	1900-01-01	1982-12-31
ACandS, Inc.	Monsanto Chemical Company	Gonzalez	FL	1900-01-01	1982-12-31
A. P. Green Industries	Trumbull Asphalt Company	Jacksonville	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	General Development Company	Miami	FL	1900-01-01	1982-12-31
ACandS, Inc.	Saint Regis Paper Company	Cantonment	FL	1900-01-01	1982-12-31
Armstrong World Industries	Mcdill Air Force Base, Commissary Building	Tampa	FL	1900-01-01	1982-12-31
Plibrico Co.	Florida Sugar Company; Boiler	Belle Glade	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Mcintosh Middle School	Sarasota	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Gulf And Western Food Products Company	Okeelanta	FL	1900-01-01	1982-12-31
United States Mineral Products	Naval Air Station, Communications Building	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Power & Light Company - Riviera Power Plant	Riviera Beach	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Veterans Administration Facility	Bay Pines	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Ross Roofing & Heating	Miami	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Southern Wood Piedmont Industrial	Baldwin	FL	1900-01-01	1982-12-31
A. P. Green Industries	International Mineral And C	Bartow	FL	1900-01-01	1982-12-31
Owens Corning	Street Regis Paper Company	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Everglade Sugar Refining	Clewiston	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Hudson Pulp And Paper Company	Palatka	FL	1900-01-01	1982-12-31
Combustion Engineering	Harold Torsvik	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Lakeland Memorial Hospital	Lakeland	FL	1900-01-01	1982-12-31
Owens Corning	Florida Power Company - Crystal River Nuclear Plant	Crystal River	FL	1900-01-01	1982-12-31
Owens Corning	Florida Power & Light Company - Riviera Power Plant	Riviera Beach	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Florida Pulp & Paper A/K/A Street Regis Paper - Pensacola Mill	Cantonment	FL	1900-01-01	1982-12-31
A. P. Green Industries	Jacksonville Ship Chandlery	Jacksonville	FL	1900-01-01	1982-12-31
United States Mineral Products	Specialty Contractors, 100 W. Herman Street	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Newport Industries	Pensacola	FL	1900-01-01	1982-12-31
A. P. Green Industries	International Mineral	Tampa	FL	1900-01-01	1982-12-31
Combustion Engineering	Southern Plywoods	Greenville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Mercy Hospital	Miami	FL	1900-01-01	1982-12-31
Owens Corning	Southeast Florida Tb Hospital	Lantana	FL	1900-01-01	1982-12-31
Owens Corning	Jacksonville Electric Authority - Northside Generating Station	Jacksonville	FL	1900-01-01	1982-12-31
United States Gypsum Co./ USG Corp.	Miami Senior High School	Miami	FL	1900-01-01	1982-12-31
A.B.B. Global Inc (Lummus)	Buckeye Cellulose Company	Foley	FL	1900-01-01	1982-12-31
G-I Holdings	Adamo Insulation Company	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Florida State Prison Farm	Raiford	FL	1900-01-01	1982-12-31
United States Mineral Products	Lotspeich Company	Miami	FL	1900-01-01	1982-12-31
ACandS, Inc.	Cecil Field Naval Air Station - Manhole	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	American Can Company	Pensacola	FL	1900-01-01	1982-12-31
ACandS, Inc.	Saint Regis Paper Company - Liquor Storage Tank	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Ethelbert Nevin	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Southern Ice Company	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Owens-Corning Fiberglas Company	Tampa	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Street Regis Paper	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Superior Refractory Company	Mulberry	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Dirr'S Meat Processing And Packing	Miami	FL	1900-01-01	1982-12-31
ACandS, Inc.	Pensacola Naval Air Station, Five Cadet Barracks	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	Bell Steel Company	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	University Of Florida, Dan Mccarty Hall	Gainesville	FL	1900-01-01	1982-12-31
ACandS, Inc.	Pensacola Naval Air Station, Building 488	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Turkey Point	Homestead	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Coca Cola Bottling Company	Pensacola	FL	1900-01-01	1982-12-31
United States Mineral Products	Buckeye Cellulose (Pulp) Plant	Foley	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Anheuser-Busch	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Pensacola	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	James Screven	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	Nitram Chemicals	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Shook & Fletcher Insulation Company	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	Morris C Feinstone	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Power And Light - Ft. Myers Power Plant	Fort Myers	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Growers Container Company	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Baptist Terrace Apartments	Orlando	FL	1900-01-01	1982-12-31
Armstrong World Industries	Sunland Training Center	Gainesville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	A. Doby Building Products	Fort Pierce	FL	1900-01-01	1982-12-31
Owens Corning	Florida Power Company - Crystal River Power Plant - Unit 1	Crystal River	FL	1900-01-01	1982-12-31
Combustion Engineering	Grant Wood	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Homestead Afb	Homestead	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Ariston Ice And Electric Company - Ice And Light Plant	West Palm Beach	FL	1900-01-01	1982-12-31
Armstrong World Industries	Monsanto Company	Gonzalez	FL	1900-01-01	1982-12-31
Combustion Engineering	Robert Mills	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	George L. Simonds	Gainesville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Crystal Ice Company	Pensacola	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	W.R. Grace Phosphate Min	Bartow	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Kuder Citrus Pulp Company	Lake Alfred	FL	1900-01-01	1982-12-31
Armstrong World Industries	Gulf Life Tower	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Citrus Concentrates	Dunedin	FL	1900-01-01	1982-12-31
Armstrong World Industries	Florida Power And Light Company - Sanford Power Plant	Debary	FL	1900-01-01	1982-12-31
Owens Corning	Chemstrand Chemical	Pensacola	FL	1900-01-01	1982-12-31
A. P. Green Industries	Florida Steel Company Indian	Indiantown	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	J.L. Inglis Phoenix Mills	Madison	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	T.R. Robinson High School	Tampa	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Florida Citrus Building	Winter Haven	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Monsanto Chemical Company, Chemstrand	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	Us Post Office - Tampa Airport	Tampa	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	C.F. Industries	Bartow	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Street Regis Paper Company	Cantonment	FL	1900-01-01	1982-12-31
Combustion Engineering	Jerry S Foley	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Jacksonville Memorial Hospital - Nurses Home - Fauley Office Building	Miami	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	East Coast Lumber Company	Watertown	FL	1900-01-01	1982-12-31
Keene Corp.	Jacksonville Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Occidental Chemical Company	White Springs	FL	1900-01-01	1982-12-31
A. P. Green Industries	Rinker Materials Company	West Palm Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Okeelanta Growers And Processors Cooperative	South Bay	FL	1900-01-01	1982-12-31
Combustion Engineering	Royal S Copeland	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Monsanto Chemical Company	Gonzalez	FL	1900-01-01	1982-12-31
Armstrong World Industries	Buckeye Cellulose Company, Outdoor Tanks	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Eugene	Jacksonville	FL	1900-01-01	1982-12-31
United States Mineral Products	Southside Generating Station	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Street Johns River Shipyard	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Marineland Hotel	Marineland	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Ft. Pickens	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	Oceanway School	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Mid-State Steel & Wire	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Danish Bakery	Gainesville	FL	1900-01-01	1982-12-31
Owens Corning	Morgan Junior High School	Sarasota	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Breakers Hotel	Palm Beach	FL	1900-01-01	1982-12-31
Owens Corning	Buckeye Cellulose Company	Foley	FL	1900-01-01	1982-12-31
A. P. Green Industries	Florida Portland Cement Company	Tampa	FL	1900-01-01	1982-12-31
Armstrong World Industries	Duval Ice & Coal Company, 626 East 8Th Street	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	University Of Florida	Gainesville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Maxwell House Plant	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Tmt Trailer Ferry Service - 215 South Georgia Street	Jacksonville	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Orange Park Mall - Sears	Orange Park	FL	1900-01-01	1982-12-31
ACandS, Inc.	Herman Sausage Factory, Six Mile Creek, Box 1651	Tampa	FL	1900-01-01	1982-12-31
Combustion Engineering	Florida Power Company - Avon Park Plant #3	Avon Park	FL	1900-01-01	1982-12-31
A. P. Green Industries	Alert Refractory Contractors	Mulberry	FL	1900-01-01	1982-12-31
Turner & Newall	Escambia Chemical Company - Insulate Tank	Pensacola	FL	1900-01-01	1982-12-31
Kaiser Aluminum Corp.	Superior Brick & Refractory Service	Mulberry	FL	1900-01-01	1982-12-31
Combustion Engineering	Louis Bamberger	Jacksonville	FL	1900-01-01	1982-12-31
Plibrico Co.	American Norit Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	National Container Company	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Armstrong Contracting & Supply Company	Orlando	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Imc Global/Cf Industries	Bartow	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Lake Worth Utilities Authority - Tom G. Smith Power Plant	Lake Worth	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Itt Rayonier	Fernandina Beach	FL	1900-01-01	1982-12-31
Armstrong World Industries	Champion Paper	Cantonment	FL	1900-01-01	1982-12-31
Owens Corning	Florida Keys Electric Assoc. - Power Plant	Marathon	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Tomkins-Beckswith	Tallahassee	FL	1900-01-01	1982-12-31
Armstrong World Industries	Baker County Junior High School	Macclenny	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Belleair Improvements	Belleair	FL	1900-01-01	1982-12-31
G-I Holdings	National Cork Company	Pensacola	FL	1900-01-01	1982-12-31
United States Mineral Products	Pompano Fashon Square	Pompano Beach	FL	1900-01-01	1982-12-31
United States Gypsum Co./ USG Corp.	Castaways Hotel	Miami Beach	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Hudson Pulp & Paper Company	Palatka	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	E.I. Du Pont De Nemours & Company, Plaza	Miami	FL	1900-01-01	1982-12-31
A. P. Green Industries	Indiana River Hospital	Vero Beach	FL	1900-01-01	1982-12-31
Owens Corning	Chemical	Bonnie	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Jones Boat Yard	Miami	FL	1900-01-01	1982-12-31
Plibrico Co.	Flo-Mach	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Acs	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Florida National Bank	Bradenton	FL	1900-01-01	1982-12-31
A. P. Green Industries	Okeelanta Sugar Refinery	South Bay	FL	1900-01-01	1982-12-31
Combustion Engineering	Continental Turpentine & Rosin Company	Shamrock	FL	1900-01-01	1982-12-31
United States Gypsum Co./ USG Corp.	Joseph Perrigini	Tangelo Park	FL	1900-01-01	1982-12-31
Armstrong World Industries	Horne-Wilson Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Patrick Fruit Company	Sanford	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Gulf Western Food Products Company	Okeelanta	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Gulf Power, Crist Plant	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	Sidney Lanier	Jacksonville	FL	1900-01-01	1982-12-31
Burns & Roe Enterprises, Inc.	Eglin Air Force Base (Western Elec.)	Pensacola	FL	1900-01-01	1982-12-31
Armstrong World Industries	Learning Resources	Palatka	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Shaw'S Southern Belle Frozen Foods - Processing Plant	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Municipal Power Plt - City Of Vero Beach	Vero Beach	FL	1900-01-01	1982-12-31
Combustion Engineering	Container Company	Fernandina Beach	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Belle Glade Sugar Mill	Belle Glade	FL	1900-01-01	1982-12-31
Plibrico Co.	Patrick Air Force Base	Cocoa	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Pulp And Paper Company	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	Fec Hialeah Tt - Basic Science Building	Hialeah	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	International Paper - Southern Kraft Division	Miami	FL	1900-01-01	1982-12-31
A. P. Green Industries	Florida Gas Company	Jacksonville	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Street Regis Paper Company	Cantonment	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Sanford Power Plant	Sanford	FL	1900-01-01	1982-12-31
Turner & Newall	Female Correctional Institute	Ocala	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Jackson Memorial Hospital	Miami	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	United States Army, General Hospital	Orlando	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	International Mineral & Chemical	Bartow	FL	1900-01-01	1982-12-31
Owens Corning	Florida Power And Light Company - Sanford Power Plant	Debary	FL	1900-01-01	1982-12-31
ACandS, Inc.	Crystal Ice Company	Pensacola	FL	1900-01-01	1982-12-31
ACandS, Inc.	Cecil Field Naval Air Station, Nine Bachelor Enlisted Quarters Barracks	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Glidden Chemical Company	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Gulf Life Insurance Building	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Bachelor Enlisted Quarters, Building 385, Cecil Field	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Seaboard Airline - 19Th Street Siding	Tampa	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Doral Country Club	Miami	FL	1900-01-01	1982-12-31
A. P. Green Industries	Nasa Launch Complex	Merritt Island	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Tsr Company	Tampa	FL	1900-01-01	1982-12-31
Owens Corning	Owens Illinois Glass Company - Mill Division	Jacksonville	FL	1900-01-01	1982-12-31
W.R. Grace & Co.	Rickards High School	Tallahassee	FL	1900-01-01	1982-12-31
Armstrong World Industries	University Hospital	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	William G. Summer	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	North Brothers	Orlando	FL	1900-01-01	1982-12-31
A. P. Green Industries	Pro Corr	Jasper	FL	1900-01-01	1982-12-31
A. P. Green Industries	Street Regis Paper Company	Jacksonville	FL	1900-01-01	1982-12-31
A. P. Green Industries	University Of Florida	Gainesville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Chemix	Tampa	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Container Company Of America	Fernandina Beach	FL	1900-01-01	1982-12-31
Plibrico Co.	Street Anthony'S Hospital	Saint Petersburg	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Chemstrand Company, Monsanto	Pensacola	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Trumbull Asphalt Company	Jacksonville	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida East Coast Hotel Company	Palm Beach	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Gulf Power Company - Scholz Power Plant	Sneads	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Georgia Pacific	Palatka	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Mcintosh & Company	Miami	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	New York Steam Laundry	Jacksonville	FL	1900-01-01	1982-12-31
Armstrong World Industries	Ashland Chemical Company	Pensacola	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Big Bend Powerhouse	Tampa	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Armstrong World Industries	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning	Mayo Building	Orlando	FL	1900-01-01	1982-12-31
Babcock & Wilcox Company	Florida Power Company - Suwannee River Plant	Live Oak	FL	1900-01-01	1982-12-31
Keene Corp.	Tampa Shipyard	Tampa	FL	1900-01-01	1982-12-31
Shook & Fletcher Insulation Co.	Ashland Chemical	Pensacola	FL	1900-01-01	1982-12-31
Combustion Engineering	Anna Dickinson	Jacksonville	FL	1900-01-01	1982-12-31
United States Mineral Products	New Senior High School, D Causeway	New Smyrna Beach	FL	1900-01-01	1982-12-31
Owens Corning	U. S. Phosphoric	Orlando	FL	1900-01-01	1982-12-31
Owens Corning	Gulf Power Company - Crist Steam Plant - Unit 7	Pensacola	FL	1900-01-01	1982-12-31
ACandS, Inc.	Monsanto Company - Chemstrand Division	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Sanford Powerhouse	Sanford	FL	1900-01-01	1982-12-31
ACandS, Inc.	Jacksonville Naval Air Station, Air Craft Stripping Building	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Baptist Medical Center	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Tampa International Airport	Tampa	FL	1900-01-01	1982-12-31
Armstrong World Industries	U.S. Naval Training Center, Recruit Barracks	Orlando	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Gulf Power Company - Crist Steam Plant	Pensacola	FL	1900-01-01	1982-12-31
Owens Corning/Fibreboard Corp.	Heat & Frost Insulation	Tampa	FL	1900-01-01	1982-12-31
A. P. Green Industries	Street Josephs Hospital	Tampa	FL	1900-01-01	1982-12-31
Plibrico Co.	Disney World	Orlando	FL	1900-01-01	1982-12-31
G-I Holdings	Armstrong Contracting & Supply	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Continental Can Company	Tampa	FL	1900-01-01	1982-12-31
A. P. Green Industries	Seaboard Systems Railroad	Jacksonville	FL	1900-01-01	1982-12-31
Owens Corning	Stock Island Generating Facility	Key West	FL	1900-01-01	1982-12-31
DII Industries, LLC (Dresser Industries)	Fitzgerald Energy Of Florida	Miami	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	North County Plumbing	Jupiter	FL	1900-01-01	1982-12-31
A. P. Green Industries	Armour Agricultural Chemical Company	Bartow	FL	1900-01-01	1982-12-31
Armstrong World Industries	Florida Ice Machine Company, 909 Forest Street	Jacksonville	FL	1900-01-01	1982-12-31
Combustion Engineering	Edward A. Filene	Jacksonville	FL	1900-01-01	1982-12-31
Eagle-Picher Corporation	Cf Industries	Tampa	FL	1900-01-01	1982-12-31
